2869,0:00:00,1,S1,302.4,15.4,350
2869,0:00:01,3,S1,302.4,15.4,350
2869,0:00:02,5,S1,302.4,15.4,350
2869,0:00:03,7,S1,302.4,15.4,350
2869,0:00:04,9,S1,302.4,15.4,350
2869,0:00:05,11,S1,302.4,15.4,350
2869,0:00:06,13,S1,302.4,15.4,350
2869,0:00:07,15,S1,302.4,15.4,350
2869,0:00:08,17,S1,302.4,15.4,350
2869,0:00:09,19,S1,302.4,15.4,350
2869,0:00:10,21,S1,302.4,15.4,350
2869,0:00:11,23,S1,302.4,15.4,350
2869,0:00:12,25,S1,302.4,15.4,350
2869,0:00:13,27,S1,302.4,15.4,350
2869,0:00:14,29,S1,302.4,15.4,350
2869,0:00:15,31,S1,302.4,15.4,350
2869,0:00:16,33,S1,302.4,15.4,350
2869,0:00:17,35,S1,302.4,15.4,350
2869,0:00:18,37,S1,302.4,15.4,350
2869,0:00:19,39,S1,302.4,15.4,350
2869,0:00:20,41,S1,302.4,15.4,350
2869,0:00:21,43,S1,302.4,15.4,350
2869,0:00:22,45,S1,302.4,15.4,350
2869,0:00:24,47,S1,302.4,15.4,350
2869,0:00:25,49,S1,302.4,15.4,350
2869,0:00:26,51,S1,302.4,15.4,350
2869,0:00:27,53,S1,302.4,15.4,350
2869,0:00:28,55,S1,302.4,15.4,350
2869,0:00:29,57,S1,302.4,15.4,350
2869,0:00:30,59,S1,302.4,15.4,350
2869,0:00:31,61,S1,302.4,15.4,350
2869,0:00:32,63,S1,302.4,15.4,350
2869,0:00:33,65,S1,302.4,15.4,350
2869,0:00:34,67,S1,302.4,15.4,350
2869,0:00:35,69,S1,302.4,15.4,350
2869,0:00:36,71,S1,302.4,15.4,350
2869,0:00:37,73,S1,302.4,15.4,350
2869,0:00:38,75,S1,302.4,15.4,350
2869,0:00:39,77,S1,302.4,15.4,350
2869,0:00:40,79,S1,302.4,15.4,350
2869,0:00:41,81,S1,302.4,15.4,350
2869,0:00:42,83,S1,302.4,15.4,350
2869,0:00:43,85,S1,302.4,15.4,350
2869,0:00:44,87,S1,302.4,15.4,350
2869,0:00:45,89,S1,302.4,15.4,350
2869,0:00:46,91,S1,302.4,15.4,350
2869,0:00:47,93,S1,302.4,15.4,350
2869,0:00:48,95,S1,302.4,15.4,350
2869,0:00:49,97,S1,302.4,15.4,350
2869,0:00:50,99,S1,302.4,15.4,350
2869,0:00:51,101,S1,302.4,15.4,350
2869,0:00:53,103,S1,302.4,15.4,350
2869,0:00:54,105,S1,302.4,15.4,350
2869,0:00:55,107,S1,302.4,15.4,350
2869,0:00:56,109,S1,302.4,15.4,350
2869,0:00:57,111,S1,302.4,15.4,350
2869,0:00:58,113,S1,302.4,15.4,350
2869,0:00:59,115,S1,302.4,15.4,350
2869,0:01:00,117,S1,302.4,15.4,350
2869,0:01:01,119,S1,302.4,15.4,350
2869,0:01:02,121,S1,302.4,15.4,350
2869,0:01:03,123,S1,302.4,15.4,350
